Striker,Season,Venue,Batting Team,total_runs,balls_faced,strike_rate,Bowler,Bowling Team,total_wickets,total_runs_conceded,balls_bowled,economy_rate
SR Tendulkar,8,"Arun Jaitley Stadium, Delhi",Mumbai Indians,18,19,94.73684211,0,0,0,0,0,0
SR Tendulkar,8,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,40,47,85.10638298,0,0,0,0,0,0
SR Tendulkar,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,23,19,121.0526316,0,0,0,0,0,0
SR Tendulkar,8,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,30,35,85.71428571,0,0,0,0,0,0
SR Tendulkar,8,"Wankhede Stadium, Mumbai",Mumbai Indians,77,69,111.5942029,0,0,0,0,0,0
SR Tendulkar,9,Buffalo Park,Mumbai Indians,49,47,104.2553191,SR Tendulkar,Mumbai Indians,0,19,6,19
SR Tendulkar,9,Kingsmead,Mumbai Indians,77,66,116.6666667,SR Tendulkar,Mumbai Indians,0,7,7,6
SR Tendulkar,9,New Wanderers Stadium,Mumbai Indians,11,11,100,SR Tendulkar,Mumbai Indians,0,21,12,10.5
SR Tendulkar,9,Newlands,Mumbai Indians,59,49,120.4081633,0,0,0,0,0,0
SR Tendulkar,9,St George's Park,Mumbai Indians,79,65,121.5384615,SR Tendulkar,Mumbai Indians,0,11,12,5.5
SR Tendulkar,9,SuperSport Park,Mumbai Indians,89,77,115.5844156,0,0,0,0,0,0
SR Tendulkar,10,"Arun Jaitley Stadium, Delhi",Mumbai Indians,63,33,190.9090909,0,0,0,0,0,0
SR Tendulkar,10,"Brabourne Stadium, Mumbai",Mumbai Indians,261,211,123.6966825,0,0,0,0,0,0
SR Tendulkar,10,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,112,104,107.6923077,0,0,0,0,0,0
SR Tendulkar,10,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,19,19,100,0,0,0,0,0,0
SR Tendulkar,10,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,45,35,128.5714286,0,0,0,0,0,0
SR Tendulkar,10,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,29,25,116,0,0,0,0,0,0
SR Tendulkar,10,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,89,62,143.5483871,0,0,0,0,0,0
SR Tendulkar,11,"Arun Jaitley Stadium, Delhi",Mumbai Indians,46,55,83.63636364,0,0,0,0,0,0
SR Tendulkar,11,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,24,25,96,0,0,0,0,0,0
SR Tendulkar,11,"Eden Gardens, Kolkata",Mumbai Indians,38,28,135.7142857,0,0,0,0,0,0
SR Tendulkar,11,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,55,46,119.5652174,0,0,0,0,0,0
SR Tendulkar,11,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,40,25,160,0,0,0,0,0,0
SR Tendulkar,11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,6,9,66.66666667,0,0,0,0,0,0
SR Tendulkar,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,28,26,107.6923077,0,0,0,0,0,0
SR Tendulkar,11,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,7,7,100,0,0,0,0,0,0
SR Tendulkar,11,"Wankhede Stadium, Mumbai",Mumbai Indians,309,290,106.5517241,0,0,0,0,0,0
SR Tendulkar,12,"Arun Jaitley Stadium, Delhi",Mumbai Indians,7,7,100,0,0,0,0,0,0
SR Tendulkar,12,"Eden Gardens, Kolkata",Mumbai Indians,2,2,100,0,0,0,0,0,0
SR Tendulkar,12,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,11,13,84.61538462,0,0,0,0,0,0
SR Tendulkar,12,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,16,16,100,0,0,0,0,0,0
SR Tendulkar,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,34,29,117.2413793,0,0,0,0,0,0
SR Tendulkar,12,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,58,58,100,0,0,0,0,0,0
SR Tendulkar,12,Subrata Roy Sahara Stadium,Mumbai Indians,34,36,94.44444444,0,0,0,0,0,0
SR Tendulkar,12,"Wankhede Stadium, Mumbai",Mumbai Indians,162,136,119.1176471,0,0,0,0,0,0
SR Tendulkar,13,"Arun Jaitley Stadium, Delhi",Mumbai Indians,54,48,112.5,0,0,0,0,0,0
SR Tendulkar,13,"Eden Gardens, Kolkata",Mumbai Indians,2,6,33.33333333,0,0,0,0,0,0
SR Tendulkar,13,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,23,19,121.0526316,0,0,0,0,0,0
SR Tendulkar,13,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,0,1,0,0,0,0,0,0,0
SR Tendulkar,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,14,14,100,0,0,0,0,0,0
SR Tendulkar,13,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,1,3,33.33333333,0,0,0,0,0,0
SR Tendulkar,13,Subrata Roy Sahara Stadium,Mumbai Indians,15,15,100,0,0,0,0,0,0
SR Tendulkar,13,"Wankhede Stadium, Mumbai",Mumbai Indians,178,137,129.9270073,0,0,0,0,0,0
SR Watson,8,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,21,15,140,SR Watson,Rajasthan Royals,1,31,25,7.44
SR Watson,8,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,60,42,142.8571429,SR Watson,Rajasthan Royals,3,55,51,6.470588235
SR Watson,8,"Eden Gardens, Kolkata",Rajasthan Royals,19,15,126.6666667,SR Watson,Rajasthan Royals,0,36,25,8.64
SR Watson,8,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,61,43,141.8604651,SR Watson,Rajasthan Royals,2,20,25,4.8
SR Watson,8,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,22,19,115.7894737,SR Watson,Rajasthan Royals,1,40,25,9.6
SR Watson,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,4,6,66.66666667,SR Watson,Rajasthan Royals,1,32,26,7.384615385
SR Watson,8,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,233,152,153.2894737,SR Watson,Rajasthan Royals,6,159,148,6.445945946
SR Watson,8,"Wankhede Stadium, Mumbai",Rajasthan Royals,52,30,173.3333333,SR Watson,Rajasthan Royals,3,10,19,3.157894737
SR Watson,10,"Eden Gardens, Kolkata",Rajasthan Royals,44,26,169.2307692,SR Watson,Rajasthan Royals,0,17,18,5.666666667
SR Watson,10,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,60,26,230.7692308,SR Watson,Rajasthan Royals,2,47,25,11.28
SR Watson,10,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,23,27,85.18518519,SR Watson,Rajasthan Royals,4,80,74,6.486486486
SR Watson,10,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,58,38,152.6315789,SR Watson,Rajasthan Royals,0,40,22,10.90909091
SR Watson,11,"Eden Gardens, Kolkata",Rajasthan Royals,11,13,84.61538462,SR Watson,Rajasthan Royals,0,20,25,4.8
SR Watson,11,Holkar Cricket Stadium,Rajasthan Royals,20,13,153.8461538,0,0,0,0,0,0
SR Watson,11,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,32,26,123.0769231,SR Watson,Rajasthan Royals,0,27,24,6.75
SR Watson,11,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,24,16,150,SR Watson,Rajasthan Royals,2,24,24,6
SR Watson,11,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,154,139,110.7913669,SR Watson,Rajasthan Royals,1,149,128,6.984375
SR Watson,11,"Wankhede Stadium, Mumbai",Rajasthan Royals,89,49,181.6326531,SR Watson,Rajasthan Royals,3,17,25,4.08
SR Watson,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,36,18,200,SR Watson,Rajasthan Royals,2,22,26,5.076923077
SR Watson,12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,13,13,100,SR Watson,Rajasthan Royals,0,14,12,7
SR Watson,12,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,116,89,130.3370787,SR Watson,Rajasthan Royals,4,97,81,7.185185185
SR Watson,12,Subrata Roy Sahara Stadium,Rajasthan Royals,90,51,176.4705882,SR Watson,Rajasthan Royals,0,28,25,6.72
SR Watson,13,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,24,15,160,SR Watson,Rajasthan Royals,1,32,25,7.68
SR Watson,13,"Eden Gardens, Kolkata",Rajasthan Royals,41,47,87.23404255,SR Watson,Rajasthan Royals,2,55,36,9.166666667
SR Watson,13,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,6,9,66.66666667,SR Watson,Rajasthan Royals,2,11,12,5.5
SR Watson,13,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,101,64,157.8125,SR Watson,Rajasthan Royals,0,21,11,11.45454545
SR Watson,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,31,25,124,SR Watson,Rajasthan Royals,1,19,24,4.75
SR Watson,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,11,21,52.38095238,SR Watson,Rajasthan Royals,1,19,18,6.333333333
SR Watson,13,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,310,195,158.974359,SR Watson,Rajasthan Royals,4,111,105,6.342857143
SR Watson,13,"Wankhede Stadium, Mumbai",Rajasthan Royals,19,17,111.7647059,SR Watson,Rajasthan Royals,2,30,25,7.2
SR Watson,14,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,16,10,160,SR Watson,Rajasthan Royals,0,11,6,11
SR Watson,14,Dubai International Cricket Stadium,Rajasthan Royals,7,6,116.6666667,SR Watson,Rajasthan Royals,0,5,6,5
SR Watson,14,JSCA International Stadium Complex,Rajasthan Royals,51,39,130.7692308,0,0,0,0,0,0
SR Watson,14,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,1,5,20,SR Watson,Rajasthan Royals,0,35,27,7.777777778
SR Watson,14,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rajasthan Royals,0,1,0,SR Watson,Rajasthan Royals,0,16,13,7.384615385
SR Watson,14,"Sardar Patel Stadium, Motera",Rajasthan Royals,47,38,123.6842105,SR Watson,Rajasthan Royals,6,34,37,5.513513514
SR Watson,14,Sharjah Cricket Stadium,Rajasthan Royals,50,30,166.6666667,0,0,0,0,0,0
SR Watson,14,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,66,58,113.7931034,SR Watson,Rajasthan Royals,1,31,33,5.636363636
SR Watson,14,"Wankhede Stadium, Mumbai",Rajasthan Royals,8,18,44.44444444,SR Watson,Rajasthan Royals,0,33,12,16.5
SR Watson,15,"Brabourne Stadium, Mumbai",Rajasthan Royals,137,100,137,SR Watson,Rajasthan Royals,5,99,74,8.027027027
0,15,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,SR Watson,Rajasthan Royals,0,27,22,7.363636364
SR Watson,15,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,28,30,93.33333333,SR Watson,Rajasthan Royals,0,19,13,8.769230769
SR Watson,15,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,10,5,200,SR Watson,Rajasthan Royals,0,32,28,6.857142857
SR Watson,15,"Sardar Patel Stadium, Motera",Rajasthan Royals,144,110,130.9090909,SR Watson,Rajasthan Royals,1,56,37,9.081081081
SR Watson,15,"Wankhede Stadium, Mumbai",Rajasthan Royals,28,25,112,SR Watson,Rajasthan Royals,0,36,19,11.36842105
0,16,"Eden Gardens, Kolkata",0,0,0,0,SR Watson,Royal Challengers Bengaluru,0,44,25,10.56
SR Watson,16,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,150,94,159.5744681,SR Watson,Royal Challengers Bengaluru,14,255,188,8.138297872
SR Watson,16,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru,1,1,100,SR Watson,Royal Challengers Bengaluru,2,31,26,7.153846154
SR Watson,16,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bengaluru,1,3,33.33333333,SR Watson,Royal Challengers Bengaluru,2,22,24,5.5
SR Watson,16,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,2,3,66.66666667,SR Watson,Royal Challengers Bengaluru,1,33,25,7.92
SR Watson,16,Saurashtra Cricket Association Stadium,Royal Challengers Bengaluru,6,6,100,SR Watson,Royal Challengers Bengaluru,1,31,23,8.086956522
SR Watson,16,Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bengaluru,14,18,77.77777778,SR Watson,Royal Challengers Bengaluru,0,27,24,6.75
SR Watson,16,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,5,10,50,SR Watson,Royal Challengers Bengaluru,0,40,25,9.6
SR Watson,17,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,4,5,80,SR Watson,Royal Challengers Bengaluru,1,16,24,4
SR Watson,17,Holkar Cricket Stadium,Royal Challengers Bengaluru,1,4,25,SR Watson,Royal Challengers Bengaluru,0,28,12,14
SR Watson,17,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,41,49,83.67346939,SR Watson,Royal Challengers Bengaluru,3,108,75,8.64
SR Watson,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,22,17,129.4117647,SR Watson,Royal Challengers Bengaluru,0,41,18,13.66666667
0,17,Saurashtra Cricket Association Stadium,0,0,0,0,SR Watson,Royal Challengers Bengaluru,0,24,12,12
SR Watson,17,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,3,5,60,SR Watson,Royal Challengers Bengaluru,1,28,24,7
SR Watson,18,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,14,23,60.86956522,0,0,0,0,0,0
SR Watson,18,"Eden Gardens, Kolkata",Chennai Super Kings,36,25,144,SR Watson,Chennai Super Kings,0,19,13,8.769230769
SR Watson,18,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,7,4,175,SR Watson,Chennai Super Kings,0,21,13,9.692307692
SR Watson,18,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,42,19,221.0526316,SR Watson,Chennai Super Kings,2,39,26,9
SR Watson,18,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,264,159,166.0377358,SR Watson,Chennai Super Kings,1,96,69,8.347826087
SR Watson,18,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chennai Super Kings,11,10,110,SR Watson,Chennai Super Kings,1,15,12,7.5
SR Watson,18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,9,16,56.25,SR Watson,Chennai Super Kings,0,23,12,11.5
SR Watson,18,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,39,33,118.1818182,SR Watson,Chennai Super Kings,0,9,6,9
SR Watson,18,"Wankhede Stadium, Mumbai",Chennai Super Kings,133,79,168.3544304,SR Watson,Chennai Super Kings,2,29,25,6.96
SR Watson,19,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,44,27,162.962963,0,0,0,0,0,0
SR Watson,19,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Chennai Super Kings,50,34,147.0588235,0,0,0,0,0,0
SR Watson,19,"Eden Gardens, Kolkata",Chennai Super Kings,6,7,85.71428571,0,0,0,0,0,0
SR Watson,19,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,5,3,166.6666667,0,0,0,0,0,0
SR Watson,19,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,170,137,124.0875912,0,0,0,0,0,0
SR Watson,19,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chennai Super Kings,7,12,58.33333333,0,0,0,0,0,0
SR Watson,19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,111,91,121.978022,0,0,0,0,0,0
SR Watson,19,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,0,4,0,0,0,0,0,0,0
SR Watson,19,"Wankhede Stadium, Mumbai",Chennai Super Kings,5,6,83.33333333,0,0,0,0,0,0
SR Watson,21,Dubai International Cricket Stadium,Chennai Super Kings,168,155,108.3870968,0,0,0,0,0,0
SR Watson,21,Sharjah Cricket Stadium,Chennai Super Kings,69,50,138,0,0,0,0,0,0
SR Watson,21,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,62,49,126.5306122,0,0,0,0,0,0
0,17,Saurashtra Cricket Association Stadium,0,0,0,0,SS Agarwal,Gujarat Lions,1,42,24,10.5
SS Cottrell,21,Dubai International Cricket Stadium,Punjab Kings,0,2,0,SS Cottrell,Punjab Kings,4,99,85,6.988235294
0,21,Sharjah Cricket Stadium,0,0,0,0,SS Cottrell,Punjab Kings,1,52,21,14.85714286
0,21,"Sheikh Zayed Stadium, Abu Dhabi",0,0,0,0,SS Cottrell,Punjab Kings,1,20,25,4.8
SS Iyer,15,"Arun Jaitley Stadium, Delhi",Delhi Capitals,208,161,129.1925466,0,0,0,0,0,0
SS Iyer,15,"Brabourne Stadium, Mumbai",Delhi Capitals,9,12,75,0,0,0,0,0,0
SS Iyer,15,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,60,43,139.5348837,0,0,0,0,0,0
SS Iyer,15,"Eden Gardens, Kolkata",Delhi Capitals,40,36,111.1111111,0,0,0,0,0,0
SS Iyer,15,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,20,19,105.2631579,0,0,0,0,0,0
SS Iyer,15,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,7,7,100,0,0,0,0,0,0
SS Iyer,15,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,6,7,85.71428571,0,0,0,0,0,0
SS Iyer,15,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,70,56,125,0,0,0,0,0,0
SS Iyer,15,"Wankhede Stadium, Mumbai",Delhi Capitals,19,19,100,0,0,0,0,0,0
SS Iyer,16,"Arun Jaitley Stadium, Delhi",Delhi Capitals,22,28,78.57142857,0,0,0,0,0,0
SS Iyer,16,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,8,10,80,0,0,0,0,0,0
SS Iyer,16,"Eden Gardens, Kolkata",Delhi Capitals,0,3,0,0,0,0,0,0,0
SS Iyer,16,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,0,5,0,0,0,0,0,0,0
SS Iyer,17,"Arun Jaitley Stadium, Delhi",Delhi Capitals,133,112,118.75,0,0,0,0,0,0
SS Iyer,17,"Eden Gardens, Kolkata",Delhi Capitals,47,35,134.2857143,0,0,0,0,0,0
SS Iyer,17,Green Park,Delhi Capitals,96,57,168.4210526,0,0,0,0,0,0
SS Iyer,17,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Capitals,6,7,85.71428571,0,0,0,0,0,0
SS Iyer,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,50,31,161.2903226,0,0,0,0,0,0
SS Iyer,17,"Wankhede Stadium, Mumbai",Delhi Capitals,6,7,85.71428571,0,0,0,0,0,0
SS Iyer,18,"Arun Jaitley Stadium, Delhi",Delhi Capitals,260,200,130,0,0,0,0,0,0
SS Iyer,18,"Eden Gardens, Kolkata",Delhi Capitals,4,3,133.3333333,0,0,0,0,0,0
SS Iyer,18,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,52,31,167.7419355,0,0,0,0,0,0
SS Iyer,18,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,13,14,92.85714286,0,0,0,0,0,0
SS Iyer,18,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Capitals,11,13,84.61538462,0,0,0,0,0,0
SS Iyer,18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,44,36,122.2222222,0,0,0,0,0,0
SS Iyer,18,"Wankhede Stadium, Mumbai",Delhi Capitals,27,20,135,0,0,0,0,0,0
SS Iyer,19,"Arun Jaitley Stadium, Delhi",Delhi Capitals,236,199,118.5929648,0,0,0,0,0,0
SS Iyer,19,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,21,28,75,0,0,0,0,0,0
SS Iyer,19,"Eden Gardens, Kolkata",Delhi Capitals,6,6,100,0,0,0,0,0,0
SS Iyer,19,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,67,55,121.8181818,0,0,0,0,0,0
SS Iyer,19,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,44,31,141.9354839,0,0,0,0,0,0
SS Iyer,19,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Capitals,28,24,116.6666667,0,0,0,0,0,0
SS Iyer,19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,45,41,109.7560976,0,0,0,0,0,0
SS Iyer,19,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,4,5,80,0,0,0,0,0,0
SS Iyer,19,"Wankhede Stadium, Mumbai",Delhi Capitals,16,10,160,0,0,0,0,0,0
SS Iyer,21,Dubai International Cricket Stadium,Delhi Capitals,320,304,105.2631579,0,0,0,0,0,0
SS Iyer,21,Sharjah Cricket Stadium,Delhi Capitals,197,150,131.3333333,0,0,0,0,0,0
SS Iyer,21,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals,177,160,110.625,0,0,0,0,0,0
SS Iyer,22,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,167,116,143.9655172,0,0,0,0,0,0
SS Iyer,22,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,81,64,126.5625,0,0,0,0,0,0
SS Iyer,22,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,31,24,129.1666667,0,0,0,0,0,0
SS Iyer,22,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,122,106,115.0943396,SS Iyer,Kolkata Knight Riders,0,7,6,7
SS Iyer,24,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,23,18,127.7777778,0,0,0,0,0,0
SS Iyer,24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,18,11,163.6363636,0,0,0,0,0,0
SS Iyer,24,"Eden Gardens, Kolkata",Kolkata Knight Riders,167,133,125.5639098,0,0,0,0,0,0
SS Iyer,24,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,39,24,162.5,0,0,0,0,0,0
SS Iyer,24,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,40,36,111.1111111,0,0,0,0,0,0
SS Iyer,24,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,58,24,241.6666667,0,0,0,0,0,0
SS Iyer,24,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,6,4,150,0,0,0,0,0,0
0,11,"Arun Jaitley Stadium, Delhi",0,0,0,0,SS Mundhe,Pune Warriors,1,6,7,5.142857143
SS Prabhudessai,22,"Brabourne Stadium, Mumbai",Royal Challengers Bengaluru,15,22,68.18181818,0,0,0,0,0,0
SS Prabhudessai,22,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bengaluru,44,28,157.1428571,0,0,0,0,0,0
SS Prabhudessai,22,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bengaluru,2,7,28.57142857,0,0,0,0,0,0
SS Prabhudessai,22,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,6,5,120,0,0,0,0,0,0
SS Prabhudessai,23,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,6,7,85.71428571,0,0,0,0,0,0
SS Prabhudessai,23,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,29,25,116,0,0,0,0,0,0
SS Prabhudessai,24,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,24,19,126.3157895,0,0,0,0,0,0
0,9,Kingsmead,0,0,0,0,SS Sarkar,Kolkata Knight Riders,1,15,18,5
0,9,New Wanderers Stadium,0,0,0,0,SS Sarkar,Kolkata Knight Riders,0,19,7,16.28571429
SS Shaikh,9,Kingsmead,Kolkata Knight Riders,6,7,85.71428571,0,0,0,0,0,0
SS Tiwary,8,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,9,10,90,0,0,0,0,0,0
SS Tiwary,8,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,17,10,170,0,0,0,0,0,0
SS Tiwary,9,Kingsmead,Mumbai Indians,6,4,150,0,0,0,0,0,0
SS Tiwary,9,St George's Park,Mumbai Indians,4,3,133.3333333,0,0,0,0,0,0
SS Tiwary,9,SuperSport Park,Mumbai Indians,3,5,60,0,0,0,0,0,0
SS Tiwary,10,"Arun Jaitley Stadium, Delhi",Mumbai Indians,61,39,156.4102564,0,0,0,0,0,0
SS Tiwary,10,"Brabourne Stadium, Mumbai",Mumbai Indians,223,169,131.9526627,0,0,0,0,0,0
SS Tiwary,10,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,56,36,155.5555556,0,0,0,0,0,0
SS Tiwary,10,"Eden Gardens, Kolkata",Mumbai Indians,46,38,121.0526316,0,0,0,0,0,0
SS Tiwary,10,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,14,21,66.66666667,0,0,0,0,0,0
SS Tiwary,10,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,4,5,80,0,0,0,0,0,0
SS Tiwary,10,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,15,11,136.3636364,0,0,0,0,0,0
SS Tiwary,11,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,18,20,90,0,0,0,0,0,0
SS Tiwary,11,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Royal Challengers Bengaluru,6,14,42.85714286,0,0,0,0,0,0
SS Tiwary,11,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,57,61,93.44262295,0,0,0,0,0,0
SS Tiwary,11,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,64,60,106.6666667,0,0,0,0,0,0
SS Tiwary,11,Nehru Stadium,Royal Challengers Bengaluru,26,25,104,0,0,0,0,0,0
SS Tiwary,11,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,7,10,70,0,0,0,0,0,0
SS Tiwary,11,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,9,6,150,0,0,0,0,0,0
SS Tiwary,12,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,19,23,82.60869565,0,0,0,0,0,0
SS Tiwary,12,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,94,80,117.5,0,0,0,0,0,0
SS Tiwary,12,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,8,6,133.3333333,0,0,0,0,0,0
SS Tiwary,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bengaluru,4,7,57.14285714,0,0,0,0,0,0
SS Tiwary,12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,30,27,111.1111111,0,0,0,0,0,0
