Striker,Season,Venue,Batting Team,total_runs,balls_faced,strike_rate,Bowler,Bowling Team,total_wickets,total_runs_conceded,balls_bowled,economy_rate
SN Thakur,22,"Brabourne Stadium, Mumbai",Delhi Capitals,51,22,231.8181818,SN Thakur,Delhi Capitals,4,136,79,10.32911392
SN Thakur,22,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,27,23,117.3913043,SN Thakur,Delhi Capitals,5,128,94,8.170212766
SN Thakur,22,"Maharashtra Cricket Association Stadium, Pune",Delhi Capitals,2,6,33.33333333,SN Thakur,Delhi Capitals,0,42,27,9.333333333
SN Thakur,22,"Wankhede Stadium, Mumbai",Delhi Capitals,40,39,102.5641026,SN Thakur,Delhi Capitals,6,160,115,8.347826087
SN Thakur,23,"Eden Gardens, Kolkata",Kolkata Knight Riders,84,50,168,SN Thakur,Kolkata Knight Riders,3,74,38,11.68421053
0,23,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,SN Thakur,Kolkata Knight Riders,1,15,19,4.736842105
SN Thakur,23,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,0,1,0,SN Thakur,Kolkata Knight Riders,0,40,19,12.63157895
SN Thakur,23,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,8,3,266.6666667,SN Thakur,Kolkata Knight Riders,0,43,25,10.32
SN Thakur,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,8,7,114.2857143,SN Thakur,Kolkata Knight Riders,2,23,18,7.666666667
SN Thakur,23,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,13,11,118.1818182,SN Thakur,Kolkata Knight Riders,1,25,13,11.53846154
SN Thakur,24,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Chennai Super Kings,17,12,141.6666667,SN Thakur,Chennai Super Kings,1,12,13,5.538461538
SN Thakur,24,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,1,2,50,SN Thakur,Chennai Super Kings,2,61,24,15.25
0,24,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,SN Thakur,Chennai Super Kings,2,176,112,9.428571429
SN Thakur,24,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,3,4,75,SN Thakur,Chennai Super Kings,0,25,24,6.25
0,24,"Wankhede Stadium, Mumbai",0,0,0,0,SN Thakur,Chennai Super Kings,0,35,24,8.75
SO Hetmyer,19,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,80,56,142.8571429,0,0,0,0,0,0
SO Hetmyer,19,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,0,2,0,0,0,0,0,0,0
SO Hetmyer,19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bengaluru,9,9,100,0,0,0,0,0,0
SO Hetmyer,19,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,1,9,11.11111111,0,0,0,0,0,0
SO Hetmyer,21,Dubai International Cricket Stadium,Delhi Capitals,154,127,121.2598425,0,0,0,0,0,0
SO Hetmyer,21,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,15,11,136.3636364,0,0,0,0,0,0
SO Hetmyer,21,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,69,32,215.625,0,0,0,0,0,0
SO Hetmyer,21,Sharjah Cricket Stadium,Delhi Capitals,88,52,169.2307692,0,0,0,0,0,0
SO Hetmyer,21,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Capitals,101,58,174.137931,0,0,0,0,0,0
SO Hetmyer,22,"Brabourne Stadium, Mumbai",Rajasthan Royals,32,23,139.1304348,0,0,0,0,0,0
SO Hetmyer,22,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,70,51,137.254902,0,0,0,0,0,0
SO Hetmyer,22,"Eden Gardens, Kolkata",Rajasthan Royals,4,7,57.14285714,0,0,0,0,0,0
SO Hetmyer,22,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,35,22,159.0909091,0,0,0,0,0,0
SO Hetmyer,22,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,13,15,86.66666667,0,0,0,0,0,0
SO Hetmyer,22,"Wankhede Stadium, Mumbai",Rajasthan Royals,160,103,155.3398058,0,0,0,0,0,0
SO Hetmyer,23,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,75,39,192.3076923,0,0,0,0,0,0
SO Hetmyer,23,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,46,32,143.75,0,0,0,0,0,0
SO Hetmyer,23,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,3,10,30,0,0,0,0,0,0
SO Hetmyer,23,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,30,19,157.8947368,0,0,0,0,0,0
SO Hetmyer,23,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,56,27,207.4074074,0,0,0,0,0,0
SO Hetmyer,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,22,16,137.5,0,0,0,0,0,0
SO Hetmyer,23,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,59,53,111.3207547,0,0,0,0,0,0
SO Hetmyer,23,"Wankhede Stadium, Mumbai",Rajasthan Royals,8,9,88.88888889,0,0,0,0,0,0
SO Hetmyer,24,"Eden Gardens, Kolkata",Rajasthan Royals,0,1,0,0,0,0,0,0,0
SO Hetmyer,24,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,4,10,40,0,0,0,0,0,0
SO Hetmyer,24,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,27,10,270,0,0,0,0,0,0
SO Hetmyer,24,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,26,15,173.3333333,0,0,0,0,0,0
SO Hetmyer,24,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,13,9,144.4444444,0,0,0,0,0,0
SO Hetmyer,24,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,43,27,159.2592593,0,0,0,0,0,0
SP Fleming,8,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,44,30,146.6666667,0,0,0,0,0,0
SP Fleming,8,"Eden Gardens, Kolkata",Chennai Super Kings,32,21,152.3809524,0,0,0,0,0,0
SP Fleming,8,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,80,79,101.2658228,0,0,0,0,0,0
SP Fleming,8,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Chennai Super Kings,14,10,140,0,0,0,0,0,0
SP Fleming,8,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,0,2,0,0,0,0,0,0,0
SP Fleming,8,"Wankhede Stadium, Mumbai",Chennai Super Kings,26,29,89.65517241,0,0,0,0,0,0
SP Goswami,8,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,72,67,107.4626866,0,0,0,0,0,0
SP Goswami,8,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bengaluru,10,19,52.63157895,0,0,0,0,0,0
SP Goswami,9,Kingsmead,Royal Challengers Bengaluru,53,64,82.8125,0,0,0,0,0,0
SP Goswami,10,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,8,10,80,0,0,0,0,0,0
SP Goswami,11,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,22,21,104.7619048,0,0,0,0,0,0
SP Goswami,11,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,6,3,200,0,0,0,0,0,0
SP Goswami,11,"Eden Gardens, Kolkata",Kolkata Knight Riders,1,4,25,0,0,0,0,0,0
SP Goswami,11,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,0,3,0,0,0,0,0,0,0
SP Goswami,12,"Eden Gardens, Kolkata",Rajasthan Royals,24,22,109.0909091,0,0,0,0,0,0
SP Goswami,12,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,3,3,100,0,0,0,0,0,0
SP Goswami,12,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,42,43,97.6744186,0,0,0,0,0,0
SP Goswami,12,"Wankhede Stadium, Mumbai",Rajasthan Royals,0,1,0,0,0,0,0,0,0
SP Goswami,18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,35,28,125,0,0,0,0,0,0
SP Goswami,18,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,17,14,121.4285714,0,0,0,0,0,0
SP Goswami,21,"Sheikh Zayed Stadium, Abu Dhabi",Sunrisers Hyderabad,0,5,0,0,0,0,0,0,0
SP Jackson,17,"Eden Gardens, Kolkata",Kolkata Knight Riders,22,14,157.1428571,0,0,0,0,0,0
SP Jackson,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,16,17,94.11764706,0,0,0,0,0,0
SP Jackson,22,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,15,15,100,0,0,0,0,0,0
SP Jackson,22,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,5,8,62.5,0,0,0,0,0,0
SP Jackson,22,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,3,3,100,0,0,0,0,0,0
0,12,"Arun Jaitley Stadium, Delhi",0,0,0,0,SP Narine,Kolkata Knight Riders,2,18,25,4.32
0,12,Barabati Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,2,26,24,6.5
0,12,"Eden Gardens, Kolkata",0,0,0,0,SP Narine,Kolkata Knight Riders,10,107,145,4.427586207
0,12,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,SP Narine,Kolkata Knight Riders,1,61,48,7.625
0,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,SP Narine,Kolkata Knight Riders,2,24,24,6
SP Narine,12,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,0,1,0,SP Narine,Kolkata Knight Riders,0,29,24,7.25
0,12,Subrata Roy Sahara Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,3,39,48,4.875
SP Narine,12,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,9,7,128.5714286,SP Narine,Kolkata Knight Riders,4,15,19,4.736842105
SP Narine,13,"Eden Gardens, Kolkata",Kolkata Knight Riders,13,6,216.6666667,SP Narine,Kolkata Knight Riders,10,123,144,5.125
0,13,JSCA International Stadium Complex,0,0,0,0,SP Narine,Kolkata Knight Riders,4,48,48,6
SP Narine,13,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,1,1,100,SP Narine,Kolkata Knight Riders,0,17,24,4.25
0,13,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,SP Narine,Kolkata Knight Riders,1,35,24,8.75
SP Narine,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,1,3,33.33333333,SP Narine,Kolkata Knight Riders,3,33,25,7.92
SP Narine,13,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,1,2,50,SP Narine,Kolkata Knight Riders,0,11,25,2.64
SP Narine,13,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,2,2,100,SP Narine,Kolkata Knight Riders,2,28,24,7
0,13,Shaheed Veer Narayan Singh International Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,0,14,24,3.5
0,13,Subrata Roy Sahara Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,2,12,24,3
SP Narine,13,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,3,6,50,SP Narine,Kolkata Knight Riders,0,29,25,6.96
0,14,"Arun Jaitley Stadium, Delhi",0,0,0,0,SP Narine,Kolkata Knight Riders,1,38,24,9.5
0,14,Barabati Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,2,48,48,6
0,14,Dubai International Cricket Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,1,18,24,4.5
0,14,"Eden Gardens, Kolkata",0,0,0,0,SP Narine,Kolkata Knight Riders,5,93,96,5.8125
SP Narine,14,JSCA International Stadium Complex,Kolkata Knight Riders,1,1,100,SP Narine,Kolkata Knight Riders,0,26,25,6.24
SP Narine,14,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,2,4,50,SP Narine,Kolkata Knight Riders,1,46,25,11.04
0,14,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,SP Narine,Kolkata Knight Riders,1,21,24,5.25
0,14,"Sardar Patel Stadium, Motera",0,0,0,0,SP Narine,Kolkata Knight Riders,2,28,24,7
0,14,Sharjah Cricket Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,1,17,24,4.25
SP Narine,14,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,7,10,70,SP Narine,Kolkata Knight Riders,7,83,78,6.384615385
0,15,"Arun Jaitley Stadium, Delhi",0,0,0,0,SP Narine,Kolkata Knight Riders,1,38,24,9.5
0,15,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,0,0,0,SP Narine,Kolkata Knight Riders,0,38,24,9.5
SP Narine,15,"Eden Gardens, Kolkata",Kolkata Knight Riders,0,1,0,SP Narine,Kolkata Knight Riders,4,103,97,6.371134021
0,15,"Maharashtra Cricket Association Stadium, Pune",0,0,0,0,SP Narine,Kolkata Knight Riders,1,17,24,4.25
0,15,"Wankhede Stadium, Mumbai",0,0,0,0,SP Narine,Kolkata Knight Riders,1,38,27,8.444444444
SP Narine,16,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,5,7,71.42857143,SP Narine,Kolkata Knight Riders,1,57,45,7.6
0,16,"Eden Gardens, Kolkata",0,0,0,0,SP Narine,Kolkata Knight Riders,4,70,70,6
SP Narine,16,Green Park,Kolkata Knight Riders,2,7,28.57142857,SP Narine,Kolkata Knight Riders,1,25,26,5.769230769
0,16,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,SP Narine,Kolkata Knight Riders,0,45,24,11.25
0,16,"Maharashtra Cricket Association Stadium, Pune",0,0,0,0,SP Narine,Kolkata Knight Riders,1,32,24,8
0,16,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,SP Narine,Kolkata Knight Riders,2,22,25,5.28
0,16,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,0,0,0,SP Narine,Kolkata Knight Riders,0,26,24,6.5
0,16,"Wankhede Stadium, Mumbai",0,0,0,0,SP Narine,Kolkata Knight Riders,2,22,24,5.5
SP Narine,17,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,1,1,100,SP Narine,Kolkata Knight Riders,1,20,25,4.8
SP Narine,17,"Eden Gardens, Kolkata",Kolkata Knight Riders,123,77,159.7402597,SP Narine,Kolkata Knight Riders,4,155,149,6.241610738
SP Narine,17,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,64,29,220.6896552,SP Narine,Kolkata Knight Riders,2,70,72,5.833333333
SP Narine,17,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,16,12,133.3333333,SP Narine,Kolkata Knight Riders,1,34,25,8.16
SP Narine,17,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,18,10,180,SP Narine,Kolkata Knight Riders,1,27,24,6.75
SP Narine,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,1,4,25,SP Narine,Kolkata Knight Riders,0,37,19,11.68421053
0,17,Saurashtra Cricket Association Stadium,0,0,0,0,SP Narine,Kolkata Knight Riders,0,33,24,8.25
SP Narine,17,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,1,2,50,SP Narine,Kolkata Knight Riders,1,22,24,5.5
SP Narine,18,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,26,9,288.8888889,SP Narine,Kolkata Knight Riders,0,35,18,11.66666667
SP Narine,18,"Eden Gardens, Kolkata",Kolkata Knight Riders,148,84,176.1904762,SP Narine,Kolkata Knight Riders,12,227,207,6.579710145
SP Narine,18,Holkar Cricket Stadium,Kolkata Knight Riders,75,37,202.7027027,SP Narine,Kolkata Knight Riders,1,44,24,11
SP Narine,18,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,27,22,122.7272727,SP Narine,Kolkata Knight Riders,0,38,24,9.5
SP Narine,18,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,12,5,240,SP Narine,Kolkata Knight Riders,1,17,24,4.25
SP Narine,18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,29,12,241.6666667,SP Narine,Kolkata Knight Riders,1,23,26,5.307692308
SP Narine,18,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,35,25,140,SP Narine,Kolkata Knight Riders,0,48,24,12
SP Narine,18,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,5,4,125,SP Narine,Kolkata Knight Riders,2,35,24,8.75
SP Narine,19,"Eden Gardens, Kolkata",Kolkata Knight Riders,55,42,130.952381,SP Narine,Kolkata Knight Riders,7,175,128,8.203125
SP Narine,19,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,10,8,125,SP Narine,Kolkata Knight Riders,1,30,25,7.2
SP Narine,19,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,6,5,120,SP Narine,Kolkata Knight Riders,2,19,22,5.181818182
0,19,"Punjab Cricket Association IS Bindra Stadium, Mohali",0,0,0,0,SP Narine,Kolkata Knight Riders,0,29,24,7.25
SP Narine,19,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,25,8,312.5,SP Narine,Kolkata Knight Riders,0,34,24,8.5
SP Narine,19,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,47,27,174.0740741,SP Narine,Kolkata Knight Riders,0,22,25,5.28
0,19,"Wankhede Stadium, Mumbai",0,0,0,0,SP Narine,Kolkata Knight Riders,0,33,25,7.92
SP Narine,21,Dubai International Cricket Stadium,Kolkata Knight Riders,27,30,90,SP Narine,Kolkata Knight Riders,4,172,148,6.972972973
SP Narine,21,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,0,6,0,SP Narine,Kolkata Knight Riders,2,58,49,7.102040816
SP Narine,21,Sharjah Cricket Stadium,Kolkata Knight Riders,56,39,143.5897436,SP Narine,Kolkata Knight Riders,6,149,134,6.671641791
SP Narine,21,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,90,58,155.1724138,SP Narine,Kolkata Knight Riders,8,230,193,7.150259067
SP Narine,21,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,10,10,100,SP Narine,Kolkata Knight Riders,1,54,50,6.48
SP Narine,22,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,10,4,250,SP Narine,Kolkata Knight Riders,4,65,74,5.27027027
SP Narine,22,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,38,21,180.952381,SP Narine,Kolkata Knight Riders,1,91,97,5.628865979
SP Narine,22,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,23,14,164.2857143,SP Narine,Kolkata Knight Riders,2,80,72,6.666666667
SP Narine,22,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,0,1,0,SP Narine,Kolkata Knight Riders,2,74,99,4.484848485
SP Narine,23,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,4,6,66.66666667,SP Narine,Kolkata Knight Riders,0,36,25,8.64
SP Narine,23,"Eden Gardens, Kolkata",Kolkata Knight Riders,7,13,53.84615385,SP Narine,Kolkata Knight Riders,5,161,142,6.802816901
0,23,"M Chinnaswamy Stadium, Bengaluru",0,0,0,0,SP Narine,Kolkata Knight Riders,0,41,24,10.25
0,23,"MA Chidambaram Stadium, Chepauk, Chennai",0,0,0,0,SP Narine,Kolkata Knight Riders,2,15,24,3.75
SP Narine,23,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,0,1,0,SP Narine,Kolkata Knight Riders,3,33,25,7.92
SP Narine,23,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,7,2,350,SP Narine,Kolkata Knight Riders,1,40,25,9.6
SP Narine,23,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,1,2,50,SP Narine,Kolkata Knight Riders,0,16,12,8
SP Narine,23,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,2,4,50,SP Narine,Kolkata Knight Riders,0,39,19,12.31578947
SP Narine,24,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,81,40,202.5,SP Narine,Kolkata Knight Riders,1,22,25,5.28
SP Narine,24,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,85,42,202.3809524,SP Narine,Kolkata Knight Riders,1,29,24,7.25
SP Narine,24,"Eden Gardens, Kolkata",Kolkata Knight Riders,213,137,155.4744526,SP Narine,Kolkata Knight Riders,9,167,164,6.109756098
SP Narine,24,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,47,23,204.3478261,SP Narine,Kolkata Knight Riders,1,40,24,10
SP Narine,24,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,33,25,132,SP Narine,Kolkata Knight Riders,2,46,48,5.75
SP Narine,24,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,21,17,123.5294118,SP Narine,Kolkata Knight Riders,1,40,24,10
SP Narine,24,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,8,8,100,SP Narine,Kolkata Knight Riders,2,22,25,5.28
SPD Smith,12,"Arun Jaitley Stadium, Delhi",Pune Warriors,34,14,242.8571429,0,0,0,0,0,0
SPD Smith,12,Barabati Stadium,Pune Warriors,47,27,174.0740741,0,0,0,0,0,0
SPD Smith,12,"Eden Gardens, Kolkata",Pune Warriors,14,16,87.5,0,0,0,0,0,0
SPD Smith,12,"M Chinnaswamy Stadium, Bengaluru",Pune Warriors,16,14,114.2857143,0,0,0,0,0,0
SPD Smith,12,"MA Chidambaram Stadium, Chepauk, Chennai",Pune Warriors,23,22,104.5454545,0,0,0,0,0,0
SPD Smith,12,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,13,13,100,0,0,0,0,0,0
SPD Smith,12,"Sawai Mansingh Stadium, Jaipur",Pune Warriors,37,31,119.3548387,0,0,0,0,0,0
SPD Smith,12,Subrata Roy Sahara Stadium,Pune Warriors,139,103,134.9514563,SPD Smith,Pune Warriors,0,5,2,15
SPD Smith,12,"Wankhede Stadium, Mumbai",Pune Warriors,39,32,121.875,0,0,0,0,0,0
SPD Smith,13,"M Chinnaswamy Stadium, Bengaluru",Pune Warriors,41,32,128.125,0,0,0,0,0,0
SPD Smith,13,"MA Chidambaram Stadium, Chepauk, Chennai",Pune Warriors,39,16,243.75,0,0,0,0,0,0
SPD Smith,13,"Maharashtra Cricket Association Stadium, Pune",Pune Warriors,17,25,68,0,0,0,0,0,0
SPD Smith,13,"Punjab Cricket Association IS Bindra Stadium, Mohali",Pune Warriors,6,9,66.66666667,0,0,0,0,0,0
SPD Smith,13,Shaheed Veer Narayan Singh International Stadium,Pune Warriors,17,8,212.5,0,0,0,0,0,0
SPD Smith,13,Subrata Roy Sahara Stadium,Pune Warriors,39,44,88.63636364,0,0,0,0,0,0
SPD Smith,14,Dubai International Cricket Stadium,Rajasthan Royals,19,20,95,0,0,0,0,0,0
SPD Smith,14,JSCA International Stadium Complex,Rajasthan Royals,9,8,112.5,0,0,0,0,0,0
SPD Smith,14,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,48,22,218.1818182,0,0,0,0,0,0
SPD Smith,14,"Sardar Patel Stadium, Motera",Rajasthan Royals,25,36,69.44444444,0,0,0,0,0,0
SPD Smith,14,Sharjah Cricket Stadium,Rajasthan Royals,27,15,180,0,0,0,0,0,0
SPD Smith,14,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,24,14,171.4285714,0,0,0,0,0,0
SPD Smith,15,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,10,9,111.1111111,0,0,0,0,0,0
SPD Smith,15,"Brabourne Stadium, Mumbai",Rajasthan Royals,82,51,160.7843137,0,0,0,0,0,0
SPD Smith,15,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Rajasthan Royals,13,11,118.1818182,0,0,0,0,0,0
SPD Smith,15,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,4,6,66.66666667,0,0,0,0,0,0
SPD Smith,15,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,45,37,121.6216216,0,0,0,0,0,0
SPD Smith,15,"Sardar Patel Stadium, Motera",Rajasthan Royals,121,92,131.5217391,0,0,0,0,0,0
SPD Smith,15,"Wankhede Stadium, Mumbai",Rajasthan Royals,23,22,104.5454545,0,0,0,0,0,0
SPD Smith,16,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant,181,110,164.5454545,0,0,0,0,0,0
SPD Smith,16,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rising Pune Supergiant,38,27,140.7407407,0,0,0,0,0,0
SPD Smith,16,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rising Pune Supergiant,46,41,112.195122,0,0,0,0,0,0
SPD Smith,16,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,5,6,83.33333333,0,0,0,0,0,0
SPD Smith,17,"Arun Jaitley Stadium, Delhi",Rising Pune Supergiant,38,35,108.5714286,0,0,0,0,0,0
SPD Smith,17,"Eden Gardens, Kolkata",Rising Pune Supergiant,9,9,100,0,0,0,0,0,0
SPD Smith,17,Holkar Cricket Stadium,Rising Pune Supergiant,26,28,92.85714286,0,0,0,0,0,0
SPD Smith,17,"M Chinnaswamy Stadium, Bengaluru",Rising Pune Supergiant,27,26,103.8461538,0,0,0,0,0,0
SPD Smith,17,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiant,226,165,136.969697,0,0,0,0,0,0
SPD Smith,17,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rising Pune Supergiant,85,93,91.39784946,0,0,0,0,0,0
SPD Smith,17,Saurashtra Cricket Association Stadium,Rising Pune Supergiant,43,30,143.3333333,0,0,0,0,0,0
SPD Smith,17,"Wankhede Stadium, Mumbai",Rising Pune Supergiant,18,14,128.5714286,0,0,0,0,0,0
SPD Smith,19,"Eden Gardens, Kolkata",Rajasthan Royals,2,6,33.33333333,0,0,0,0,0,0
SPD Smith,19,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,28,33,84.84848485,0,0,0,0,0,0
SPD Smith,19,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,277,229,120.9606987,0,0,0,0,0,0
SPD Smith,19,"Wankhede Stadium, Mumbai",Rajasthan Royals,12,15,80,0,0,0,0,0,0
SPD Smith,21,Dubai International Cricket Stadium,Rajasthan Royals,89,72,123.6111111,0,0,0,0,0,0
SPD Smith,21,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,67,55,121.8181818,0,0,0,0,0,0
SPD Smith,21,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,28,27,103.7037037,0,0,0,0,0,0
SPD Smith,21,Sharjah Cricket Stadium,Delhi Capitals,48,42,114.2857143,0,0,0,0,0,0
SPD Smith,21,Sharjah Cricket Stadium,Rajasthan Royals,143,100,143,0,0,0,0,0,0
SPD Smith,21,"Sheikh Zayed Stadium, Abu Dhabi",Rajasthan Royals,79,75,105.3333333,0,0,0,0,0,0
SPD Smith,21,"Wankhede Stadium, Mumbai",Delhi Capitals,9,12,75,0,0,0,0,0,0
